h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,delivery_demand_index,flow_pop_index,urgency,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,composite_score,terrain_zone,avg_slope,tall_bldg_count,total_bldg_count,urgency_level,composite_level
8930e1c806fffff,37.460835492108416,127.0697598652372,11650660,내곡동,서초구,0.004823133511433942,0.1704673321524602,0.07108081296784445,0.0,1.0,0.9725490196078431,0.5,0.8448748811942188,0.0,Yellow,10.921528816223145,0,28,낮음,부적합
8930e1db257ffff,37.527148707209626,126.88153965300012,11560610,양평1동,영등포구,0.03996116264122393,0.1409606227803754,0.08036094669688452,1.0,0.9222222222222223,0.9892156862745098,1.0,0.9636372494991632,0.8791037988432072,Green,2.5601065158843994,1,12,낮음,최적
8930e1cf62bffff,37.509060066732836,127.12889988242513,11710570,오금동,송파구,0.06181401192901026,0.25637454327629167,0.13963822446792282,0.0,0.3777777777777779,0.8833333333333333,1.0,0.9736133692092901,0.0,Green,1.857741355895996,8,127,높음,부적합
8930e1db0cfffff,37.548625723943196,126.88065872443052,11560620,양평2동,영등포구,0.07382242477201126,0.20966608090253372,0.12815988722422023,1.0,0.9222222222222223,0.9764705882352941,0.5,0.8774746018447747,0.3950929759548139,Yellow,8.626357078552246,1,25,보통,보통
8930e1cf4a3ffff,37.537980353823336,127.12609506091577,11740650,성내2동,강동구,0.08620944551852883,0.1754549952755452,0.12190766542133538,1.0,0.30000000000000004,0.7627450980392156,1.0,0.9769744599792749,0.22355474407761058,Green,1.6211049556732178,9,251,보통,낮음
8930e1cb567ffff,37.480393132569276,127.01637475588839,11650530,서초3동,서초구,0.34007628402903084,0.5621045404508113,0.428887586597743,1.0,0.8444444444444444,0.9872549019607844,0.5,0.9267125455495625,0.3862917458387752,Yellow,5.1597771644592285,2,15,매우 높음,보통
8930e1cf193ffff,37.53470961075722,127.15208700171105,11740700,둔촌2동,강동구,0.05482360977054187,0.1771543745293751,0.10375591567407516,1.0,0.9222222222222223,0.9911764705882353,0.5,0.9244825442402884,0.42252779812001817,Yellow,5.316779613494873,1,10,보통,보통
8930e1c3567ffff,37.61878816101409,127.02785517094402,11305555,송천동,강북구,0.05982744505446704,0.14678449710164382,0.09461026587333775,1.0,1.0,0.5254901960784314,1.0,0.9826954579077845,0.5163968288613455,Green,1.2183201313018799,0,484,보통,보통
8930e0aea17ffff,37.53073253721687,126.82957863287996,11470580,신월3동,양천구,0.015700216542500256,0.07209359771822293,0.03825756901278933,1.0,0.7666666666666667,0.7333333333333334,1.0,0.9781392898776438,0.5499316451978753,Green,1.5390955209732056,3,275,매우 낮음,보통
8930e1c0507ffff,37.62819514091815,127.07853302066354,11350600,공릉2동,노원구,0.10054955049207193,0.3714644377638191,0.2089155054007708,1.0,0.7666666666666667,0.8509803921568628,1.0,0.9760876250764419,0.6368174296413754,Green,1.683542251586914,3,155,매우 높음,높음
8930e1dac37ffff,37.61649338635623,126.95423388007642,11110560,평창동,종로구,0.01694042413340599,0.10667700721327211,0.05283505736535244,1.0,1.0,0.9794117647058823,0.0,0.7306011475548346,0.0,Red,18.966930389404297,0,21,매우 낮음,부적합
8930e0a5e4bffff,37.57757840617449,126.83070947259857,<NA>,가양1동,강서구,0.0,0.0,0.0,1.0,0.7666666666666667,0.957843137254902,1.0,0.9834776376838439,0.7222132678560019,Green,1.1632510423660278,3,46,매우 낮음,높음
8930e1cf00bffff,37.516230029443534,127.14001048211142,11710566,오륜동,송파구,0.0019444095958260758,0.13915027738072638,0.0568267567097862,0.0,0.6888888888888889,0.9833333333333333,1.0,0.9516799648424424,0.0,Green,3.4019548892974854,4,21,매우 낮음,부적합
8930e1daaafffff,37.586331234650224,126.96748250893832,11110515,청운효자동,종로구,0.034685256191736014,0.10547934321529864,0.06300289100116108,1.0,0.7666666666666667,0.8058823529411765,0.5,0.9120256972446964,0.2817444090213763,Yellow,6.1937994956970215,3,201,낮음,낮음
8930e1c3257ffff,37.58052964184167,127.0141868199067,11110690,창신3동,종로구,0.0014875801708874787,0.0034801357568021926,0.0022846024052533644,1.0,0.5333333333333334,0.7823529411764706,1.0,0.9520699973257791,0.3972558733939722,Green,3.374494791030884,6,228,매우 낮음,보통
8930e1da927ffff,37.610263409113394,126.99304456889183,11290640,정릉3동,성북구,0.026396742552742512,0.10991870588006561,0.05980552788367175,1.0,0.9222222222222223,0.9313725490196079,1.0,0.9756183354973885,0.8379902587578332,Green,1.7165824174880981,1,71,매우 낮음,최적
8930e1c30cfffff,37.60203742089955,127.01334621310491,11290630,정릉2동,성북구,0.018446347063747346,0.1184403750039344,0.058443958239822166,1.0,0.8444444444444444,0.5725490196078432,0.5,0.925891606684908,0.22382774003868716,Yellow,5.2175750732421875,2,438,매우 낮음,낮음
