admi_cty_no,hour,total_del_amt,total_del_cnt,hour_ratio
11030650,3,857198475.2799964,37292.74133781798,0.06412066946256961
11030650,4,672784953.7697861,25470.093638480746,0.050326059698101444
11030650,5,2492905556.316938,67084.66725488636,0.1864758020314829
11030650,6,3495043572.869,84540.17956848354,0.2614383251440219
11030660,1,451381159.72546315,8909.424315957187,0.15718771943634935
11030660,2,45631300.24246023,2826.3922781571832,0.015890517061877794
11030660,3,344907913.11401826,13827.365075004866,0.12010977221760345
11030660,4,260181789.2559553,8349.472454883735,0.09060498253158569
11030660,5,915994779.2432479,21847.044957176542,0.31898347386147247
11030660,6,853508813.270733,17409.65124113839,0.29722353489111125
11030690,1,898074.2133578613,36.69864238410596,0.005624525234710886
11030690,2,16488002.191698162,867.4354608643526,0.10326227278081432
11030690,3,57778163.22773884,2748.2192832611245,0.36185733011372745
11030690,4,33855084.94549534,1652.3812218432035,0.21203011596029625
11030690,5,39761822.37732704,1721.113532066978,0.24902326557532742
11030690,6,10889967.650738405,380.8067283298656,0.06820249033512374
11030700,1,130293733.67947483,2655.8331099106213,0.10513737310201006
11030700,2,29113423.5959619,1933.5601277324224,0.02349237213829029
11030700,3,166132001.17775172,9467.189260481086,0.13405619517341671
11030700,4,108457736.90955856,6254.224005662836,0.08751734430537864
11030700,5,451641886.36708564,15525.298751820606,0.36444148290572886
11030700,6,353632562.3721041,7544.137518861063,0.2853552323751754
11030710,1,126601601.65085158,2666.3382367843947,0.02412271811188134
11030710,2,232116121.69076815,20766.24109343113,0.04422749554315676
11030710,3,1456177272.4781208,99808.26159477174,0.2774605803313046
11030710,4,686787492.5103142,54584.73535240164,0.13086075427609478
11030710,5,1993049700.862143,102944.9148377649,0.37975646034446126
11030710,6,753499003.6473672,16712.60933227479,0.14357199139310117
11030720,1,602157864.0647135,7508.683502036081,0.11769396368743489
11030720,2,131428010.97954682,10318.393810754205,0.02568808692013729
11030720,3,1270301619.3974388,72723.31177197842,0.24828511190777122
11030720,4,219284821.5351621,13565.35690939715,0.04286002286634819
11030720,5,1440748660.889271,40219.106073953444,0.28159961149191104
11030720,6,1452381042.3596883,23491.00390808713,0.28387320312639736
11030730,1,652428040.4284331,10214.553569344887,0.0520110567356033
11030730,2,390277443.2624787,34503.31414949284,0.03111261470433016
11030730,3,3209602432.734893,183287.2155411551,0.2558670134994244
11030730,4,949301811.5510517,51466.78674741196,0.07567760323018913
11030730,5,4124830544.7026854,115196.82390789795,0.32882828785899504
11030730,6,3217585582.1503673,49702.19425527523,0.25650342397145803
11030740,1,1914425458.271727,24235.519247395758,0.12805761354560521
11030740,2,273963145.95202994,15104.711590947712,0.01832563734381959
11030740,3,1855997034.7077389,82942.65889776201,0.12414928457280165
11030740,4,1281887249.8457572,56543.74670300166,0.08574657286368316
11030740,5,5086035248.810852,120555.52432248967,0.3402093999311527
11030740,6,4537411799.133515,73180.27995884356,0.30351149174293773
11040520,1,57550697.4026967,1192.091417321818,0.060944567187262835
11040520,2,9908448.574261766,238.46284282965337,0.01049276789176388
11040520,3,178868759.86240813,6397.685063399226,0.1894169774670031
11040520,4,101006687.32661147,4077.399127154932,0.10696323624135742
11040520,5,398213946.5883689,10864.723154236515,0.421697350649703
11040520,6,198763645.21633506,4388.874747648951,0.21048510056290978
11040540,1,112573967.95724565,2123.02533334602,0.051013714224036395
11040540,2,87882070.30264792,6133.671219721767,0.0398244008023118
11040540,3,559705074.8352588,27353.85737764698,0.25363443481207637
11040540,4,218489578.3549741,8249.297649239454,0.09901014518173483
11040540,5,769126079.4109826,19731.17794181323,0.3485350896774535
11040540,6,458962527.96460927,8224.23982279261,0.20798221530238709
11040550,1,972928830.4354869,23965.953364916302,0.11486152834311528
11040550,2,130573715.17858928,13038.369857886219,0.015415204090661262
11040550,3,1285162861.6831598,108109.5442131172,0.1517230920134888
11040550,4,653211795.3544979,57321.754118736906,0.07711654007887159
11040550,5,2996533228.4506617,144665.25349728912,0.3537631690868007
11040550,6,2432039548.712831,68795.78115057584,0.2871204663870624
11040560,1,142982489.57811815,4042.429888583095,0.04841252553404684
11040560,2,73947013.33355667,5496.952685217548,0.02503776288789132
11040560,3,616241991.1441761,34995.899716710046,0.20865373948548888
11040560,4,305849432.90596014,19278.627527302968,0.10355773999895143
11040560,5,1208324143.2819886,48436.60613718708,0.4091271848227561
11040560,6,606074277.3496977,15512.813391691789,0.20521104727086542
11040570,1,21904.394701986752,1.0549668874172184,0.00024565607835539126
11040570,2,813025.0788258513,64.71275840659969,0.009118012854782346
11040570,3,25191782.32418418,1414.2450612773084,0.28252387416943525
11040570,4,14095115.071962405,955.8920380889853,0.15807561631603526
11040570,5,42463713.22038608,1474.302690524219,0.47622723220842444
11040570,6,6581375.089207351,134.65545767679075,0.07380960837296727
11040580,1,12181900.94537037,207.56666666666666,0.06729233749099389
11040580,2,320528.3103128568,33.36152089518155,0.0017705856688309334
11040580,3,12035022.927093728,515.7417081525463,0.06648098914559165
11040580,4,10751339.728721716,795.3551568698037,0.0593899740894237
11040580,5,77026467.26752988,2001.084451453909,0.4254911490702509
11040580,6,68714281.47262059,1419.9917087023082,0.3795749645349091
11040590,1,48634698.06109187,1003.3992431258616,0.12070339251805134
11040590,2,1947107.1828225623,110.11698104590089,0.004832402624721312
11040590,3,25864377.431910463,1136.123202193973,0.06419116856605872
11040590,4,23031371.898957398,735.8406178055196,0.05716011064892506
11040590,5,158789178.7997871,4503.468201855658,0.39408885714092673
11040590,6,144660616.44137293,3490.64818233911,0.3590240685013168
11040620,1,168883384.87655476,2131.7902531309996,0.15222232375164912
11040620,2,6813632.310590191,510.3908077138997,0.0061414386279946285
11040620,3,90165827.85347313,5370.897593376388,0.08127058709108251
11040620,4,74815904.43909831,5240.317502886731,0.06743499862716155
11040620,5,365632040.39334744,15435.693750107646,0.3295608911878153
11040620,6,403141363.492353,8504.782277348108,0.363369760714297
11040650,1,17586494.295027025,502.62973768956215,0.00685929883803995
11040650,2,61259673.41261715,3983.3220017491944,0.02389324441862709
11040650,3,845387165.2664809,41517.07384065641,0.3297282052424734
11040650,4,363307400.17180574,20796.22782374489,0.14170157997631513
11040650,5,948288592.1385316,36836.68998275603,0.36986307384875955
11040650,6,328061636.4996698,8035.719569535943,0.1279545976757849
11040660,1,163230107.80300063,2656.0022361710394,0.03155976106379174
11040660,2,64418352.24208622,6760.876314039979,0.012454980470496518
11040660,3,1891501324.885181,97727.62999094548,0.36571273932666276
11040660,4,437783780.5119814,19929.456792160257,0.0846434012482322
11040660,5,1705011978.936808,45109.48479722472,0.3296559157523218
11040660,6,910150260.5626729,14332.4241623425,0.17597320213849493
11040670,1,246485561.97293413,3926.362462737772,0.04924928371272439
11040670,2,98624466.28154615,7215.823589023764,0.019705755915428586
11040670,3,1251447592.683245,72840.95998522197,0.2500466844805734
11040670,4,596129639.953146,34847.279073119185,0.11911025348754727
11040670,5,1850402099.2042663,67027.51767597416,0.3697213631374422
11040670,6,961766414.2691579,19762.303033963224,0.19216665926628404
11040680,1,417738917.87959224,8131.121061538779,0.054959696936130675
11040680,2,165405977.58366376,17558.579559092,0.021761588423616418
11040680,3,2133948320.9983487,122329.43632433514,0.28075227846795664
11040680,4,545350582.8665613,28901.876107429838,0.0717488878231057
11040680,5,2465868134.2660904,79117.16397674712,0.32442121033786264
11040680,6,1872510872.3439138,41143.05147065589,0.24635633801132792
11040690,1,5358281.4051343715,99.40095815836102,0.027334845311083503
11040690,2,2663079.562236347,85.07584906498187,0.013585488028882837
11040690,3,74182665.19565535,3196.255867389498,0.3784369510612304
11040690,4,10671295.86592963,522.9964254982746,0.05443876491527348
11040690,5,66511149.25223988,1958.4735188911936,0.33930132421381703
11040690,6,36637370.96684308,891.4931367432316,0.18690262646971284
11040700,1,142234189.4993787,4202.142216949265,0.05205255915916781
11040700,2,96777324.80141614,8967.994182714045,0.03541699391842575
11040700,3,496561388.0413898,29401.022946892037,0.18172347392815727
11040700,4,275114017.9346679,20238.923179623598,0.10068176114662787
11040700,5,1095823521.9429746,62040.74121809384,0.401031699232859
11040700,6,626000538.9300317,23232.357685033643,0.22909351261476227
11040710,1,479306485.0741038,8272.107996721483,0.12813605214896706
11040710,2,49429380.97304292,3885.941880277042,0.013214270900327504
11040710,3,425262560.44448173,20259.1163458318,0.1136881459337915
11040710,4,210515083.54508343,9327.346618118727,0.05627833664530229
11040710,5,1362169440.9543242,32036.429842680034,0.36415742318793615
11040710,6,1213923045.8042815,23385.911641779836,0.3245257711836754
11040720,1,145405878.34403408,4744.170131421058,0.05279277611286504
11040720,2,145938791.9943475,12832.241716678207,0.0529862620389424
11040720,3,568660896.3044693,35207.20695653291,0.20646474354848368
11040720,4,416443965.1418264,20999.605765924785,0.15119906612900877
11040720,5,1008505356.4659139,49592.224589315374,0.3661598698682502
11040720,6,469321151.96317947,15941.583258574894,0.1703972823024498
11040730,1,56676562.580000795,1066.2826899321678,0.04833935701057473
11040730,2,26085232.991616186,1671.6612122412891,0.022248056919575793
11040730,3,187275991.97443762,11401.50702030978,0.15972741859183057
11040730,4,133817462.12621818,7218.807779975991,0.11413271697339822
11040730,5,435711003.16665643,17676.25579443434,0.37161727487934687
11040730,6,332906160.63571036,8194.053362069522,0.2839351756252737
11050530,1,2912343571.311046,60613.09868229907,0.17517848332810912
11050530,2,592992487.2574269,87924.77987025194,0.03566870528807691
11050530,3,1698980636.2399843,129293.57745156443,0.10219427885919548
11050530,4,1121838247.805601,99589.09830037621,0.06747896255302756
11050530,5,5056647584.191217,259473.38138128768,0.30415911887916364
11050530,6,5242204814.171808,151575.7823967016,0.3153204510924272
11050540,1,375001874.5362136,8196.870924682751,0.0715794239294
11050540,2,95838267.8100375,10197.423498393075,0.01829336988973258
11050540,3,1117973958.2250338,71222.49256824263,0.2133960850110129
11050540,4,507944193.103785,32943.09489341912,0.09695512262603838
11050540,5,1902659535.7710347,76415.96225761891,0.36317491391931284
11050540,6,1239544067.0073266,31659.443137642967,0.2366010846245033
11050550,1,534494395.83426285,7346.279923304331,0.19010434407381815
11050550,2,46968577.4812266,1514.7246087405993,0.016705377425355813
11050550,3,254697275.03001496,13509.839706474095,0.090588524003877
11050550,4,182355086.84711826,8805.94873311957,0.06485848017075378
11050550,5,880385118.9590827,28288.470818104845,0.31312776499898737
11050550,6,912683880.9580535,16675.41931549203,0.3246155093272079
11050560,1,305517830.9202738,4013.648618754499,0.13233737806119392
11050560,2,25519598.537551627,2099.4082495300263,0.011054008695535533
11050560,3,398162146.07196546,21692.9654364089,0.17246696958951685
11050560,4,167223639.28387234,10287.93322387909,0.07243419444953259
11050560,5,784640615.7102861,28032.075242163748,0.33987306564282627
11050560,6,627564581.1633353,10996.214924787228,0.27183438356139494
11050570,1,385014433.81629676,3795.564475010774,0.18620773956414804
11050570,2,189002000.3028555,17167.586635194,0.09140861266071183
11050570,3,387212358.06087244,31633.15429104237,0.1872707399853503
11050570,4,194556069.93229008,14917.931432711497,0.09409477364649024
11050570,5,583877000.6299292,35802.61653625151,0.2823853001902491
11050570,6,327998883.8920836,11203.87746203423,0.15863283395305044
11050580,1,213081375.1915697,4629.966912723085,0.0738405725220175
11050580,2,71259077.904074,6173.216926704924,0.024693904406695645
11050580,3,505823509.1031507,35878.91970629416,0.17528654240049368
11050580,4,402210261.229568,31415.168433601233,0.13938072220868858
11050580,5,1061224689.1861119,61195.44404473553,0.3677535803096453
11050580,6,632096145.1809385,19863.390603300744,0.21904467815245923
11050590,1,498571561.7209964,10139.205185983119,0.1552807298864473
11050590,2,36895347.81834101,3933.595979678229,0.011491101736469262
11050590,3,251099877.70725167,13269.286936148075,0.0782053676511122
11050590,4,252406197.5996702,8731.938405346162,0.0786122225981929
11050590,5,1070206786.216047,31672.812572489,0.3333172279610556
11050590,6,1101595719.7895756,25367.76784945201,0.34309335016672265
11050600,1,978632629.5649245,18729.40527907963,0.1493819896451627
11050600,2,147797873.08831885,12419.152410044726,0.022560396700722917
11050600,3,903881222.317779,56925.10181113891,0.13797166711349032
11050600,4,452589055.640798,33210.4069663289,0.06908481444493093
11050600,5,2182605757.358817,96664.43366426497,0.33316076001900463
11050600,6,1885702425.6369424,48475.2278771031,0.28784037207668844
11050610,1,139760179.1674195,3211.8164506489206,0.04259428813862053
11050610,2,96350375.34673393,8813.996775514239,0.029364413198603945
11050610,3,605153360.264346,44804.052010082014,0.18443076381775875
11050610,4,502565183.7850796,38137.380416114516,0.15316527478787512
11050610,5,1328509109.104254,81715.26381769775,0.40488571297681936
11050610,6,608857118.6298723,27623.20653787964,0.1855595470803222
11050620,1,110086066.43623626,2251.5926645236245,0.022707316614508078
11050620,2,290806009.6377631,22596.876687425884,0.05998419553006002
11050620,3,1494891097.8989112,97664.41682554586,0.30834933577958
11050620,4,706626212.8551651,49545.729259839056,0.14575491397639218
11050620,5,1696535182.6962764,78937.81366943345,0.34994221147369525
11050620,6,549099270.4906532,11728.577881042354,0.11326202662576451
11050630,1,32279716.135762036,336.5777897350993,0.01213642290551295
11050630,2,53653662.092203766,4174.529829778438,0.02017252973482821
11050630,3,787353408.9560928,39233.51152972958,0.29602657926108333
11050630,4,382946126.8245777,21222.771188137696,0.1439788418716079
11050630,5,1119240990.9184299,40733.90261870144,0.42080859515125885
11050630,6,284264997.3073825,6821.150973521204,0.1068770310757087
11050640,1,155806864.35702428,2715.8489180260294,0.057767551033980485
11050640,2,76867715.21956505,8578.727682591118,0.028499769122088184
11050640,3,738080668.5021148,43912.65887803998,0.27365362149378325
11050640,4,375357882.6398072,29087.6438104308,0.1391691292349942
11050640,5,998874032.8335599,53371.96763146398,0.37034637020874717
11050640,6,352147500.6017604,11034.55244224256,0.13056355890640675
11050650,1,141154138.25314224,2900.5679587498835,0.09058826703893189
11050650,2,53868037.04601165,5197.179812526914,0.034570804548683144
11050650,3,320428623.4102388,17588.42610941009,0.20564096854424233
11050650,4,124962183.09354986,7674.150695719791,0.08019678170217866
11050650,5,531566273.7495447,20301.148717319415,0.3411424429438701
11050650,6,386215231.0743382,9862.966314967334,0.24786073522209398
11050660,1,59970438.760857746,1563.666623505488,0.021570782621005462
11050660,2,39357700.65535941,4180.266066376145,0.014156581523186763
11050660,3,860584933.4129506,38418.06709764967,0.30954401717133123
11050660,4,415068864.16635317,27769.314002270683,0.14929622705251638
11050660,5,1100433283.908537,51549.285081102506,0.39581513236490334
11050660,6,304754595.5799762,10153.830889723273,0.10961725926705684
11050670,1,512069672.738542,9422.700306629225,0.06457961760371685
11050670,2,170352743.7138463,14454.46196898598,0.02148401991461295
11050670,3,1035922762.5375143,49995.24265926247,0.1306452997184563
11050670,4,952354444.3520936,42802.179773739575,0.12010608929551105
11050670,5,3363832663.833589,102503.88025215038,0.4242294333727972
11050670,6,1894744654.05347,45479.53933695911,0.23895554009490558
11060710,1,650497264.1384484,12675.984398831542,0.1179388532478357
11060710,2,122452906.22565064,11787.256797079559,0.02220140826609879
11060710,3,1016001917.7518395,68972.06430124499,0.184206925506378
11060710,4,492836112.98942,38104.061123049985,0.0893539899542484
11060710,5,1841204628.8664322,89182.80697894783,0.333820869809065
11060710,6,1392553965.8877459,41307.21358769262,0.252477953216374
11060720,1,235049196.37936795,9474.476355387696,0.08232190676505174
11060720,2,179616595.4526729,10790.460506708681,0.06290759914127012
11060720,3,484100846.03803635,29420.011045379826,0.16954793007717775
11060720,4,326562635.0747825,14808.93456569664,0.11437290240374381
11060720,5,975179391.9378499,55440.240253435135,0.34153967858174816
11060720,6,654736137.0896585,26664.86309718664,0.22930998303100833
11060730,1,68638599.63152033,1895.118570256929,0.08682510001779639
11060730,2,23960699.59310599,352.7216448493819,0.030309332501481292
11060730,3,221146544.62454706,10933.592366298479,0.2797415879504457
11060730,4,97778192.51829009,4210.976510619723,0.12368552666481382
11060730,5,238089721.55275422,9402.321107035232,0.301174033240825
11060730,6,140924918.3087943,3862.5862796078504,0.17826441962463782
11060800,1,291875480.1666783,5572.935359659472,0.07526195924890032
11060800,2,99081295.36728363,8069.738733810617,0.025548745684297755
11060800,3,857362591.7355345,54432.155043084706,0.22107642753643686
11060800,4,463461437.292523,28500.337949319834,0.11950649567078228
11060800,5,1313667131.4871638,54721.5959883259,0.3387374714044034
11060800,6,852679647.6536417,19189.614567937446,0.21986890045517934
11060810,1,556261551.9503796,6625.512559457461,0.08650568336054709
11060810,2,109666285.76967852,9781.017666227151,0.017054489850783956
11060810,3,1501695106.7662818,86072.15350180701,0.2335325189284247
11060810,4,608666901.5319842,32655.940476244712,0.09465537582340035
11060810,5,2252538678.736486,76990.87228816697,0.3502981592327371
11060810,6,1401518365.0782754,30540.40288835232,0.21795377280410688
11060820,1,89669138.12830587,2078.2313555016653,0.024097937897531112
11060820,2,127449906.94842203,6438.034666138578,0.03425124861013559
11060820,3,1047920295.2478487,55036.193208590965,0.281621065213223
11060820,4,583231859.184662,29411.10375903392,0.1567393800794986
11060820,5,1367780740.1977684,49514.067222425845,0.36758126622742965
11060820,6,504977573.6727527,11920.840623793678,0.13570910197218203
11060830,1,523413710.93636525,12105.72831271849,0.13141106508026784
11060830,2,68638371.92211933,6083.9868977576925,0.017232719302528652
11060830,3,645373869.8231031,52190.34098159365,0.16203103937936184
11060830,4,280143052.45870334,22667.184190214375,0.07033422344358735
11060830,5,1365084389.3866413,70064.33207359446,0.342725438378046
11060830,6,1100372773.1451454,31816.84575107197,0.27626551441620834
11060840,1,32459053.08564344,1013.9306035672147,0.02320294568807477
11060840,2,99436769.94922064,9239.2063614587,0.07108112385292695
11060840,3,375823966.2724458,22194.207720087375,0.26865303355239706
11060840,4,181647453.36593232,11255.361881648563,0.1298483964922254
11060840,5,541701092.7384052,26397.54821206518,0.38722821028747867
11060840,6,167851160.50071314,5159.885566199504,0.1199862901268971
11060860,1,155208053.58993912,3762.577835034952,0.07256981536575821
11060860,2,153963108.5966831,11413.728764719586,0.0719877229664823
11060860,3,555808586.2784648,33249.74433436006,0.2598765048075177
11060860,4,267104105.38736615,20151.034071389066,0.12488846527648018
11060860,5,718315200.4622307,35107.388723368276,0.3358588698604794
11060860,6,288342140.04659367,8904.95613402878,0.1348186217232821
11060870,1,880958044.6510643,22247.753138939952,0.1191452431899343
11060870,2,315011026.40921295,24077.895899114308,0.04260369217004249
11060870,3,1557444746.929997,87074.64142927964,0.2106367428670895
11060870,4,567096283.2280777,30461.99409994382,0.07669698345745794
11060870,5,2332194600.4951735,76058.35617668049,0.31541785052012283
11060870,6,1741279489.8894336,41738.740404885815,0.23549948779535296
11060880,1,566862012.8751676,7139.624170472204,0.11544512615753269
11060880,2,272508697.3178883,19635.334447205332,0.05549816397348974
11060880,3,903078230.6312537,57526.596782364824,0.18391773993912938
11060880,4,513378959.58877456,40437.81903526774,0.10455295541103854
11060880,5,1669089879.7294192,82627.07961843381,0.33992098139773747
11060880,6,985311276.2287979,25270.998575307905,0.20066503312107212
11060890,1,168413396.33299527,3949.7350445002367,0.05482660823609275
11060890,2,54283104.75861494,6166.019307300182,0.01767174454789069
11060890,3,781140148.0463313,47420.64951107696,0.25429844541428
11060890,4,398487541.13854265,29822.379974001087,0.12972673659385373
11060890,5,1210233379.174058,64521.05447874374,0.3939887966098751
11060890,6,459188098.4152942,15133.956852590285,0.14948766859800777
11060900,1,30398476.974972405,247.25595045376502,0.06513038862941778
11060900,2,3183326.844116669,112.904014086832,0.0068204507305571985
11060900,3,86167403.03029568,3584.4806139069674,0.18461834292459398
11060900,4,61741659.053862885,1600.1107942603512,0.13228485927482067
11060900,5,185545927.31348005,5303.992596060321,0.3975422309638139
11060900,6,99695827.52556843,1782.3615733993663,0.21360372747679648
11060910,1,200153130.53222987,1896.2297021294814,0.1517846475948841
11060910,2,80060730.05974887,4579.976264026858,0.06071346306697581
11060910,3,227713495.2011165,12366.79472984057,0.172684846496244
11060910,4,99939854.59727909,4990.052081509048,0.07578865027189423
11060910,5,421544253.3030734,13944.919980331266,0.3196749696750432
11060910,6,289253722.1720035,5666.57152041414,0.21935342289495857
11070520,1,70672133.65339047,1935.963658713092,0.05099057046323126
11070520,2,46039728.21178096,4646.050287821265,0.03321807173679704
11070520,3,282579846.9915407,16201.217999879718,0.20388386277085327
11070520,4,153676054.6734918,9982.375606695263,0.11087863474975378
11070520,5,535628815.17693174,21330.86733182252,0.3864609348907938
11070520,6,297387790.78234416,7600.405414384292,0.2145679253885709
11070540,1,72053425.12103643,1752.110356364657,0.14444436514775624
11070540,2,12031359.41899757,702.5357925192782,0.02411907650777593
11070540,3,106751491.51059331,6837.084909912813,0.21400303169379636
11070540,4,49043638.87441406,3935.4194012580992,0.0983170094946995
11070540,5,167765493.98401934,9841.187825608506,0.3363168403377744
11070540,6,91186269.62219197,3879.3527737874383,0.18279967681819748
11070550,1,34771574.557673424,843.5254500301023,0.04887066301686771
11070550,2,19969116.361996915,1423.0008445590006,0.028066142212027242
11070550,3,125670919.73857471,9690.162107171327,0.17662764047043636
11070550,4,94198981.25027592,7395.479127491805,0.13239454145450985
11070550,5,288904628.3878224,14465.365828629841,0.40604893271475034
11070550,6,147986781.33747962,5284.678322602404,0.20799208013140844
11070570,1,128363674.96139932,2266.490478760777,0.05335672311051767
11070570,2,58216961.93141318,5107.702501768706,0.02419895129244358
11070570,3,387106190.11330897,26898.742733912906,0.1609078098336963
11070570,4,322544260.2375062,22810.133742662427,0.13407145588153832
11070570,5,1018553657.5427696,50078.931568379994,0.4233805669326418
11070570,6,490979092.9875209,12823.056725530509,0.2040844929491623
11070590,1,54518229.406582005,1103.3018654889747,0.0443019926173247
11070590,2,17607556.192352526,1813.6735202732875,0.014308054992493128
11070590,3,268456050.6173202,14874.06331041201,0.21814974737768722
11070590,4,183329900.9756525,10060.011046162075,0.14897548962911966
11070590,5,481248166.72449166,18035.97252548752,0.39106649209622846
11070590,6,225444549.42058617,6075.601702597981,0.18319822328714674
11070600,1,1128077285.5399756,22781.41057375325,0.1659639655876375
11070600,2,144343328.60693657,10090.13789136276,0.02123594857267229
11070600,3,795539551.0460262,35209.68658099941,0.11704064993225015
11070600,4,623096160.654575,21196.17298865891,0.09167058949792173
11070600,5,2163577329.821527,63595.1407730593,0.31830786606151196
11070600,6,1942488126.4342723,44249.833067826214,0.28578098034800625
11070610,1,10899192.94613773,350.8458497580268,0.018886183442472223
11070610,2,35033945.777393386,1339.549008477963,0.06070702022941465
11070610,3,102568951.61037973,6463.575409776141,0.17773206192318464
11070610,4,195349811.8627002,2588.385473270999,0.33850326354657145
11070610,5,157243664.5821365,6297.414393703034,0.27247271510292564
11070610,6,76003187.94514567,2180.1505590566708,0.1316987557554315
11070620,1,349300919.3928059,12835.24029111187,0.11733283904858131
11070620,2,95447254.12049378,7188.109563517636,0.03206145957135317
11070620,3,432121827.37802285,25505.318231769033,0.1451530127926959
11070620,4,278078985.71645254,17598.05621693335,0.09340884911090006
11070620,5,1091890141.6902463,47631.4872860397,0.36677421426882434
11070620,6,730169884.9090898,23694.887785417548,0.24526962520764517
11070640,1,151755580.4305951,3441.768775487975,0.06254376625979573
11070640,2,157886031.7093122,11067.076757212233,0.06507033899442083
11070640,3,498117111.26449084,29419.4619959036,0.20529143039441114
11070640,4,256714255.18349838,16164.118622994565,0.1058008959288148
11070640,5,908679202.9454045,38534.25066027594,0.37449838426302146
11070640,6,453238000.986717,13071.319222006503,0.18679518415953603
11070650,1,213518856.42394292,4952.539570479525,0.10307071055647525
11070650,2,38229451.554077685,2619.8043948346794,0.018454279878867337
11070650,3,540150571.4644537,27776.57139026366,0.2607437307447308
11070650,4,252703030.37969732,14744.332202325715,0.12198585800447953
11070650,5,670530137.5251603,25561.228185013155,0.3236810972190064
11070650,6,356444400.23085886,8554.441741213013,0.1720643235964407
11070680,1,70611452.36018102,3811.2711531986533,0.061953800428704575
11070680,2,81202095.11450793,7327.909080560448,0.07124592721100652
11070680,3,273937646.3955854,15246.048278484492,0.2403502223425678
11070680,4,149946710.94185957,7575.548621615937,0.13156178345187639
11070680,5,413771900.6813274,17039.865058282692,0.36303943483638906
11070680,6,150273872.40148115,6117.047558209646,0.13184883172945563
11070690,1,200381232.95968762,4561.5426076757485,0.07486169622259387
11070690,2,79318250.64139342,6375.757217070405,0.029633008524396758
11070690,3,561930987.5519594,29946.753613654368,0.209935363041907
11070690,4,303327953.9544467,17306.792181634195,0.11332221490685715
11070690,5,1011350977.298094,38730.25798514439,0.377837028541215
11070690,6,520376313.6630717,11391.405065384399,0.1944106887630303
11070700,1,138633585.6882286,6194.359284069352,0.06722738507760845
11070700,2,124170990.57239367,12569.34334564531,0.06021405965399624
11070700,3,392129748.419696,29503.273918722945,0.1901549142404892
11070700,4,230870296.6249401,17701.649342706027,0.11195560049273404
11070700,5,759647016.7432451,40924.274691306375,0.3683745339495384
11070700,6,416707785.94497234,16151.131001267664,0.20207350658563378
11070710,1,353205319.82430935,9393.90299115384,0.07914182887616071
11070710,2,119206531.14442469,6932.727555091766,0.02671030802550067
11070710,3,722363589.1603785,42638.4410226733,0.16185819508080146
11070710,4,622009943.2630929,34386.35364045459,0.139372205700312
11070710,5,1778031596.711714,74966.37526732743,0.3983990740381834
11070710,6,868124107.3076031,24582.956825989368,0.1945183882790417
11070720,1,497565104.5350635,10720.745320386526,0.12626035606519093
11070720,2,114069774.35189356,11451.509513816729,0.028945941334459314
11070720,3,723867563.0320911,54198.26272646739,0.1836860652393946
11070720,4,403815854.59599835,28955.504436987387,0.10247087892890433
11070720,5,1244208612.422206,59037.90609454714,0.31572596428480926
11070720,6,957259574.1783187,27367.282577206366,0.24291079414724162
11070730,1,394510944.4822772,6802.768206387007,0.08079976283392329
11070730,2,228599916.03552955,12880.844055102003,0.046819535067056516
11070730,3,989419687.0798467,56152.19042233251,0.20264298665827662
11070730,4,655781569.0141519,35544.63386305327,0.13431058374498892
11070730,5,1697639581.6310673,65158.64437717798,0.3476934607055827
11070730,6,916623827.2962222,20639.17766846114,0.1877336709901719
11080580,1,2019403.6239272663,81.14698303350164,0.0184783711620931
11080580,2,2304909.5358855315,158.77937929237186,0.02109086732067517
11080580,3,34162644.67886836,1568.2319690410038,0.3126022063024539
11080580,4,15124267.423738781,964.8356610490515,0.1383932482338977
11080580,5,41341097.71022595,2120.4624504474214,0.37828799487458303
11080580,6,14332397.320769975,478.90254367699794,0.13114731210629693
11080590,1,10323069.338768166,1516.142881867795,0.018546221583083732
11080590,2,32808403.200862546,3402.4743143226724,0.058942926331536034
11080590,3,190584590.36951312,15788.937656211676,0.3424004942057298
11080590,4,136828176.85175955,13568.765120733531,0.24582278810934674
11080590,5,160891934.33867657,13619.12604619163,0.2890552574290974
11080590,6,25176896.251309253,2760.0809720451357,0.045232312341206296
11080600,1,784965173.564856,17206.469430880657,0.12571273640173697
11080600,2,125331837.02015588,13959.020253006383,0.020071983727006106
11080600,3,1180828498.206062,84048.73667240265,0.18911053219913668
11080600,4,539633319.2298586,41960.07214287661,0.08642266370347775
11080600,5,2029888390.290451,95782.38236267286,0.325088083812225
11080600,6,1583470888.038342,41124.33728819125,0.25359400015641753
11080610,1,113959205.00706387,1670.8035013040985,0.11467010501016753
11080610,2,14370674.504055355,2366.123423940968,0.014460321606708461
11080610,3,153673723.92081106,8438.206245820775,0.15463237092791754
11080610,4,79982783.57152374,4304.483664071614,0.08048173195472552
11080610,5,360115971.37445277,10642.779346174351,0.36236244584882193
11080610,6,271698118.1888442,5802.441699227046,0.273393024651659
11080620,1,62881164.77276133,1350.3564179681223,0.04458690256441506
11080620,2,5162322.895175055,121.61576179700637,0.0036604281864849363
11080620,3,62222285.00128641,2793.0842895228357,0.04411971325138977
11080620,4,99168374.38818574,3270.950064581887,0.07031693293685315
11080620,5,695040473.9697546,22089.128768099614,0.49282964148651287
11080620,6,485831122.50181156,13764.188711626233,0.3444863815743442
