h3_index,상권업종대분류명,store_count
8930e1da34fffff,소매,45
8930e1da34fffff,수리·개인,16
8930e1da34fffff,숙박,4
8930e1da34fffff,시설관리·임대,8
8930e1da34fffff,예술·스포츠,10
8930e1da34fffff,음식,65
8930e1da353ffff,과학·기술,5
8930e1da353ffff,교육,3
8930e1da353ffff,부동산,1
8930e1da353ffff,소매,10
8930e1da353ffff,수리·개인,3
8930e1da353ffff,시설관리·임대,3
8930e1da353ffff,예술·스포츠,1
8930e1da353ffff,음식,10
8930e1da357ffff,과학·기술,16
8930e1da357ffff,교육,4
8930e1da357ffff,보건의료,2
8930e1da357ffff,부동산,4
8930e1da357ffff,소매,23
8930e1da357ffff,수리·개인,13
8930e1da357ffff,숙박,4
8930e1da357ffff,시설관리·임대,6
8930e1da357ffff,예술·스포츠,4
8930e1da357ffff,음식,25
8930e1da35bffff,과학·기술,3
8930e1da35bffff,교육,10
8930e1da35bffff,보건의료,3
8930e1da35bffff,부동산,12
8930e1da35bffff,소매,8
8930e1da35bffff,수리·개인,4
8930e1da35bffff,시설관리·임대,1
8930e1da35bffff,예술·스포츠,2
8930e1da35bffff,음식,27
8930e1da363ffff,과학·기술,7
8930e1da363ffff,교육,4
8930e1da363ffff,보건의료,2
8930e1da363ffff,부동산,1
8930e1da363ffff,소매,10
8930e1da363ffff,수리·개인,9
8930e1da363ffff,시설관리·임대,2
8930e1da363ffff,예술·스포츠,1
8930e1da363ffff,음식,11
8930e1da367ffff,과학·기술,2
8930e1da367ffff,교육,2
8930e1da367ffff,부동산,1
8930e1da367ffff,소매,3
8930e1da367ffff,수리·개인,2
8930e1da367ffff,예술·스포츠,1
8930e1da367ffff,음식,3
8930e1da36bffff,과학·기술,13
8930e1da36bffff,교육,4
8930e1da36bffff,보건의료,1
8930e1da36bffff,부동산,1
8930e1da36bffff,소매,20
8930e1da36bffff,수리·개인,9
8930e1da36bffff,숙박,2
8930e1da36bffff,시설관리·임대,4
8930e1da36bffff,예술·스포츠,3
8930e1da36bffff,음식,25
8930e1da36fffff,과학·기술,7
8930e1da36fffff,부동산,2
8930e1da36fffff,소매,10
8930e1da36fffff,수리·개인,6
8930e1da36fffff,시설관리·임대,1
8930e1da36fffff,음식,6
8930e1da373ffff,과학·기술,7
8930e1da373ffff,교육,31
8930e1da373ffff,부동산,1
8930e1da373ffff,소매,12
8930e1da373ffff,수리·개인,8
8930e1da373ffff,숙박,3
8930e1da373ffff,시설관리·임대,6
8930e1da373ffff,예술·스포츠,7
8930e1da373ffff,음식,12
8930e1da37bffff,과학·기술,7
8930e1da37bffff,교육,1
8930e1da37bffff,부동산,1
8930e1da37bffff,소매,2
8930e1da37bffff,수리·개인,4
8930e1da37bffff,시설관리·임대,2
8930e1da37bffff,음식,7
8930e1da383ffff,과학·기술,3
8930e1da383ffff,교육,4
8930e1da383ffff,보건의료,3
8930e1da383ffff,부동산,4
8930e1da383ffff,소매,10
8930e1da383ffff,수리·개인,8
8930e1da383ffff,숙박,2
8930e1da383ffff,시설관리·임대,1
8930e1da383ffff,예술·스포츠,3
8930e1da383ffff,음식,9
8930e1da387ffff,과학·기술,2
8930e1da387ffff,교육,7
8930e1da387ffff,보건의료,2
8930e1da387ffff,부동산,2
8930e1da387ffff,소매,1
8930e1da387ffff,수리·개인,9
8930e1da387ffff,예술·스포츠,2
8930e1da387ffff,음식,13
8930e1da38bffff,과학·기술,8
8930e1da38bffff,교육,12
8930e1da38bffff,부동산,4
8930e1da38bffff,소매,7
8930e1da38bffff,수리·개인,11
8930e1da38bffff,숙박,1
8930e1da38bffff,시설관리·임대,2
8930e1da38bffff,음식,8
8930e1da38fffff,과학·기술,2
8930e1da38fffff,교육,19
8930e1da38fffff,보건의료,1
8930e1da38fffff,부동산,9
8930e1da38fffff,소매,9
8930e1da38fffff,수리·개인,7
8930e1da38fffff,시설관리·임대,1
8930e1da38fffff,음식,3
8930e1da393ffff,과학·기술,7
8930e1da393ffff,교육,10
8930e1da393ffff,보건의료,12
8930e1da393ffff,부동산,9
8930e1da393ffff,소매,51
8930e1da393ffff,수리·개인,22
8930e1da393ffff,숙박,3
8930e1da393ffff,시설관리·임대,4
8930e1da393ffff,예술·스포츠,20
8930e1da393ffff,음식,77
8930e1da397ffff,과학·기술,3
8930e1da397ffff,교육,4
8930e1da397ffff,부동산,7
8930e1da397ffff,소매,4
8930e1da397ffff,수리·개인,5
8930e1da397ffff,음식,17
8930e1da39bffff,과학·기술,7
8930e1da39bffff,교육,14
8930e1da39bffff,보건의료,7
8930e1da39bffff,부동산,7
8930e1da39bffff,소매,24
8930e1da39bffff,수리·개인,20
8930e1da39bffff,숙박,2
8930e1da39bffff,시설관리·임대,1
8930e1da39bffff,예술·스포츠,5
8930e1da39bffff,음식,52
8930e1da3a7ffff,과학·기술,1
8930e1da3a7ffff,수리·개인,1
8930e1da3a7ffff,시설관리·임대,1
8930e1da3b3ffff,교육,1
8930e1da3bbffff,교육,4
8930e1da3bbffff,보건의료,1
8930e1da3bbffff,부동산,2
8930e1da3bbffff,소매,3
8930e1da3bbffff,음식,1
8930e1da3c3ffff,과학·기술,7
8930e1da3c3ffff,교육,1
8930e1da3c3ffff,보건의료,2
8930e1da3c3ffff,부동산,5
8930e1da3c3ffff,소매,54
8930e1da3c3ffff,수리·개인,25
8930e1da3c3ffff,시설관리·임대,2
8930e1da3c3ffff,예술·스포츠,4
8930e1da3c3ffff,음식,34
8930e1da3c7ffff,과학·기술,17
8930e1da3c7ffff,교육,15
8930e1da3c7ffff,보건의료,1
8930e1da3c7ffff,부동산,5
8930e1da3c7ffff,소매,25
8930e1da3c7ffff,수리·개인,21
8930e1da3c7ffff,숙박,2
8930e1da3c7ffff,시설관리·임대,4
8930e1da3c7ffff,예술·스포츠,3
8930e1da3c7ffff,음식,29
8930e1da3cbffff,과학·기술,4
8930e1da3cbffff,교육,4
8930e1da3cbffff,부동산,1
8930e1da3cbffff,소매,5
8930e1da3cbffff,수리·개인,3
8930e1da3cbffff,숙박,1
8930e1da3cbffff,시설관리·임대,1
8930e1da3cbffff,음식,4
8930e1da3cfffff,과학·기술,13
8930e1da3cfffff,교육,8
8930e1da3cfffff,보건의료,2
8930e1da3cfffff,부동산,6
8930e1da3cfffff,소매,16
8930e1da3cfffff,수리·개인,7
8930e1da3cfffff,시설관리·임대,4
8930e1da3cfffff,예술·스포츠,2
8930e1da3cfffff,음식,14
8930e1da3d3ffff,과학·기술,11
8930e1da3d3ffff,교육,5
8930e1da3d3ffff,보건의료,5
8930e1da3d3ffff,부동산,2
8930e1da3d3ffff,소매,33
8930e1da3d3ffff,수리·개인,8
8930e1da3d3ffff,숙박,3
8930e1da3d3ffff,시설관리·임대,5
8930e1da3d3ffff,예술·스포츠,6
8930e1da3d3ffff,음식,44
8930e1da3d7ffff,과학·기술,5
8930e1da3d7ffff,교육,5
8930e1da3d7ffff,보건의료,20
8930e1da3d7ffff,부동산,5
8930e1da3d7ffff,소매,136
8930e1da3d7ffff,수리·개인,14
8930e1da3d7ffff,숙박,2
8930e1da3d7ffff,시설관리·임대,3
8930e1da3d7ffff,예술·스포츠,13
8930e1da3d7ffff,음식,98
8930e1da3dbffff,과학·기술,7
8930e1da3dbffff,교육,4
8930e1da3dbffff,부동산,2
8930e1da3dbffff,소매,13
8930e1da3dbffff,수리·개인,7
8930e1da3dbffff,숙박,1
8930e1da3dbffff,시설관리·임대,5
8930e1da3dbffff,음식,23
8930e1da503ffff,과학·기술,2
8930e1da503ffff,교육,2
8930e1da503ffff,소매,5
8930e1da503ffff,수리·개인,1
8930e1da503ffff,음식,2
8930e1da507ffff,과학·기술,1
8930e1da507ffff,소매,3
8930e1da507ffff,수리·개인,2
8930e1da507ffff,시설관리·임대,2
8930e1da50bffff,과학·기술,5
8930e1da50bffff,교육,10
8930e1da50bffff,보건의료,2
8930e1da50bffff,부동산,4
8930e1da50bffff,소매,24
8930e1da50bffff,수리·개인,21
8930e1da50bffff,숙박,1
8930e1da50bffff,예술·스포츠,4
8930e1da50bffff,음식,38
8930e1da50fffff,과학·기술,10
8930e1da50fffff,교육,7
8930e1da50fffff,보건의료,1
8930e1da50fffff,부동산,3
8930e1da50fffff,소매,13
8930e1da50fffff,수리·개인,22
8930e1da50fffff,시설관리·임대,3
8930e1da50fffff,예술·스포츠,1
8930e1da50fffff,음식,19
8930e1da513ffff,소매,1
8930e1da517ffff,수리·개인,1
8930e1da517ffff,시설관리·임대,1
8930e1da51bffff,과학·기술,6
8930e1da51bffff,교육,1
8930e1da51bffff,부동산,1
8930e1da51bffff,소매,8
8930e1da51bffff,수리·개인,9
8930e1da51bffff,음식,5
8930e1da523ffff,과학·기술,13
8930e1da523ffff,교육,32
8930e1da523ffff,보건의료,2
8930e1da523ffff,부동산,8
8930e1da523ffff,소매,45
8930e1da523ffff,수리·개인,27
8930e1da523ffff,숙박,1
8930e1da523ffff,시설관리·임대,11
8930e1da523ffff,예술·스포츠,22
8930e1da523ffff,음식,135
8930e1da527ffff,과학·기술,16
8930e1da527ffff,교육,18
8930e1da527ffff,보건의료,46
8930e1da527ffff,부동산,12
8930e1da527ffff,소매,132
8930e1da527ffff,수리·개인,34
8930e1da527ffff,숙박,15
8930e1da527ffff,시설관리·임대,2
8930e1da527ffff,예술·스포츠,46
8930e1da527ffff,음식,205
8930e1da52bffff,과학·기술,12
8930e1da52bffff,교육,29
8930e1da52bffff,보건의료,2
8930e1da52bffff,부동산,7
8930e1da52bffff,소매,20
8930e1da52bffff,수리·개인,16
8930e1da52bffff,시설관리·임대,3
8930e1da52bffff,예술·스포츠,6
8930e1da52bffff,음식,36
8930e1da52fffff,과학·기술,13
8930e1da52fffff,교육,8
8930e1da52fffff,보건의료,10
8930e1da52fffff,부동산,10
8930e1da52fffff,소매,22
8930e1da52fffff,수리·개인,16
8930e1da52fffff,숙박,6
8930e1da52fffff,시설관리·임대,10
8930e1da52fffff,예술·스포츠,13
8930e1da52fffff,음식,54
8930e1da533ffff,과학·기술,6
8930e1da533ffff,교육,44
8930e1da533ffff,보건의료,5
8930e1da533ffff,부동산,15
8930e1da533ffff,소매,48
8930e1da533ffff,수리·개인,27
8930e1da533ffff,숙박,1
8930e1da533ffff,시설관리·임대,5
8930e1da533ffff,예술·스포츠,6
8930e1da533ffff,음식,47
8930e1da537ffff,과학·기술,13
8930e1da537ffff,교육,21
8930e1da537ffff,보건의료,3
8930e1da537ffff,부동산,7
8930e1da537ffff,소매,26
8930e1da537ffff,수리·개인,35
8930e1da537ffff,숙박,5
8930e1da537ffff,시설관리·임대,4
8930e1da537ffff,예술·스포츠,19
8930e1da537ffff,음식,149
8930e1da53bffff,과학·기술,8
8930e1da53bffff,교육,3
8930e1da53bffff,보건의료,1
8930e1da53bffff,부동산,4
8930e1da53bffff,소매,15
8930e1da53bffff,수리·개인,11
8930e1da53bffff,시설관리·임대,1
8930e1da53bffff,예술·스포츠,2
8930e1da53bffff,음식,13
8930e1da547ffff,교육,4
8930e1da547ffff,소매,1
8930e1da547ffff,수리·개인,4
8930e1da547ffff,시설관리·임대,2
8930e1da547ffff,음식,1
8930e1da54bffff,과학·기술,1
8930e1da54bffff,교육,2
8930e1da54bffff,소매,2
8930e1da54bffff,수리·개인,2
8930e1da54fffff,과학·기술,2
8930e1da54fffff,교육,1
8930e1da54fffff,소매,7
8930e1da54fffff,수리·개인,3
8930e1da54fffff,음식,1
8930e1da553ffff,과학·기술,1
8930e1da553ffff,부동산,1
8930e1da553ffff,소매,1
8930e1da553ffff,수리·개인,1
8930e1da557ffff,과학·기술,1
8930e1da557ffff,교육,8
8930e1da557ffff,부동산,3
8930e1da557ffff,소매,12
8930e1da557ffff,수리·개인,9
8930e1da557ffff,시설관리·임대,2
8930e1da557ffff,예술·스포츠,1
8930e1da557ffff,음식,10
8930e1da563ffff,과학·기술,3
8930e1da563ffff,교육,17
8930e1da563ffff,보건의료,8
8930e1da563ffff,부동산,8
8930e1da563ffff,소매,26
8930e1da563ffff,수리·개인,15
8930e1da563ffff,시설관리·임대,1
8930e1da563ffff,예술·스포츠,3
8930e1da563ffff,음식,18
8930e1da567ffff,과학·기술,17
8930e1da567ffff,교육,61
8930e1da567ffff,보건의료,32
8930e1da567ffff,부동산,8
8930e1da567ffff,소매,46
8930e1da567ffff,수리·개인,18
8930e1da567ffff,숙박,2
8930e1da567ffff,시설관리·임대,7
8930e1da567ffff,예술·스포츠,20
8930e1da567ffff,음식,44
8930e1da56bffff,과학·기술,5
8930e1da56bffff,교육,17
8930e1da56bffff,부동산,8
8930e1da56bffff,소매,24
8930e1da56bffff,수리·개인,22
8930e1da56bffff,시설관리·임대,2
8930e1da56bffff,예술·스포츠,2
8930e1da56bffff,음식,27
8930e1da56fffff,과학·기술,5
8930e1da56fffff,교육,29
8930e1da56fffff,보건의료,9
8930e1da56fffff,부동산,4
8930e1da56fffff,소매,25
8930e1da56fffff,수리·개인,14
8930e1da56fffff,숙박,1
8930e1da56fffff,예술·스포츠,2
8930e1da56fffff,음식,37
8930e1da573ffff,과학·기술,15
8930e1da573ffff,교육,19
8930e1da573ffff,보건의료,10
8930e1da573ffff,부동산,4
8930e1da573ffff,소매,42
8930e1da573ffff,수리·개인,19
8930e1da573ffff,시설관리·임대,2
8930e1da573ffff,예술·스포츠,12
8930e1da573ffff,음식,50
8930e1da577ffff,과학·기술,1
8930e1da577ffff,교육,9
8930e1da577ffff,보건의료,5
8930e1da577ffff,부동산,8
8930e1da577ffff,소매,25
8930e1da577ffff,수리·개인,32
8930e1da577ffff,숙박,1
8930e1da577ffff,시설관리·임대,2
8930e1da577ffff,예술·스포츠,5
8930e1da577ffff,음식,26
8930e1da57bffff,과학·기술,5
8930e1da57bffff,교육,12
8930e1da57bffff,부동산,6
8930e1da57bffff,소매,11
8930e1da57bffff,수리·개인,18
8930e1da57bffff,시설관리·임대,3
8930e1da57bffff,예술·스포츠,1
8930e1da57bffff,음식,12
8930e1da5a3ffff,과학·기술,3
8930e1da5a3ffff,교육,2
8930e1da5a3ffff,소매,2
8930e1da5a3ffff,수리·개인,2
8930e1da5a7ffff,과학·기술,8
8930e1da5a7ffff,교육,1
8930e1da5a7ffff,보건의료,1
8930e1da5a7ffff,부동산,9
8930e1da5a7ffff,소매,7
8930e1da5a7ffff,수리·개인,9
8930e1da5a7ffff,시설관리·임대,5
8930e1da5a7ffff,예술·스포츠,1
8930e1da5a7ffff,음식,8
8930e1da5abffff,과학·기술,3
8930e1da5abffff,교육,15
8930e1da5abffff,소매,6
8930e1da5abffff,수리·개인,9
8930e1da5abffff,숙박,1
8930e1da5abffff,음식,4
8930e1da5afffff,과학·기술,2
8930e1da5afffff,교육,4
8930e1da5afffff,부동산,4
8930e1da5afffff,소매,6
8930e1da5afffff,수리·개인,8
8930e1da5afffff,음식,4
8930e1da5b3ffff,과학·기술,1
8930e1da5b3ffff,교육,1
8930e1da5b7ffff,과학·기술,1
8930e1da5b7ffff,교육,1
8930e1da5b7ffff,시설관리·임대,1
8930e1da5bbffff,과학·기술,2
8930e1da5bbffff,교육,1
8930e1da5bbffff,소매,7
8930e1da5bbffff,수리·개인,2
8930e1da5c7ffff,과학·기술,3
8930e1da5c7ffff,소매,2
8930e1da5c7ffff,수리·개인,1
8930e1da5c7ffff,시설관리·임대,1
8930e1da60bffff,과학·기술,5
8930e1da60bffff,소매,5
8930e1da60bffff,시설관리·임대,3
8930e1da60bffff,예술·스포츠,1
8930e1da60fffff,교육,1
8930e1da60fffff,보건의료,1
8930e1da60fffff,부동산,1
8930e1da60fffff,음식,2
8930e1da613ffff,음식,2
8930e1da61bffff,과학·기술,2
8930e1da61bffff,소매,2
8930e1da643ffff,과학·기술,13
8930e1da643ffff,소매,3
8930e1da643ffff,수리·개인,1
8930e1da643ffff,숙박,1
8930e1da643ffff,시설관리·임대,6
8930e1da643ffff,예술·스포츠,1
8930e1da643ffff,음식,7
8930e1da647ffff,과학·기술,2
8930e1da647ffff,소매,1
8930e1da647ffff,수리·개인,4
8930e1da64bffff,과학·기술,7
8930e1da64bffff,교육,6
8930e1da64bffff,보건의료,4
8930e1da64bffff,부동산,4
8930e1da64bffff,소매,5
8930e1da64bffff,수리·개인,2
8930e1da64bffff,예술·스포츠,2
8930e1da64bffff,음식,20
8930e1da64fffff,과학·기술,38
8930e1da64fffff,교육,10
8930e1da64fffff,보건의료,3
8930e1da64fffff,부동산,9
8930e1da64fffff,소매,24
8930e1da64fffff,수리·개인,10
8930e1da64fffff,시설관리·임대,8
8930e1da64fffff,예술·스포츠,10
8930e1da64fffff,음식,96
8930e1da653ffff,수리·개인,3
8930e1da657ffff,소매,2
8930e1da657ffff,예술·스포츠,1
8930e1da657ffff,음식,1
8930e1da65bffff,과학·기술,1
8930e1da65bffff,부동산,3
8930e1da65bffff,소매,5
8930e1da65bffff,수리·개인,1
8930e1da65bffff,시설관리·임대,1
8930e1da663ffff,과학·기술,3
8930e1da663ffff,교육,6
8930e1da663ffff,보건의료,4
8930e1da663ffff,부동산,13
8930e1da663ffff,소매,12
8930e1da663ffff,수리·개인,7
8930e1da663ffff,숙박,2
8930e1da663ffff,예술·스포츠,3
8930e1da663ffff,음식,32
8930e1da667ffff,부동산,2
8930e1da667ffff,소매,1
8930e1da667ffff,수리·개인,1
8930e1da667ffff,음식,7
8930e1da66bffff,수리·개인,1
8930e1da66fffff,과학·기술,6
8930e1da66fffff,교육,2
8930e1da66fffff,보건의료,3
8930e1da66fffff,부동산,9
8930e1da66fffff,소매,33
8930e1da66fffff,수리·개인,6
8930e1da66fffff,숙박,3
8930e1da66fffff,시설관리·임대,5
8930e1da66fffff,예술·스포츠,6
8930e1da66fffff,음식,26
8930e1da673ffff,교육,3
8930e1da673ffff,부동산,4
8930e1da673ffff,소매,3
8930e1da673ffff,수리·개인,1
8930e1da673ffff,예술·스포츠,1
8930e1da673ffff,음식,4
8930e1da67bffff,과학·기술,1
8930e1da67bffff,부동산,1
8930e1da67bffff,소매,2
8930e1da67bffff,숙박,2
8930e1da67bffff,음식,4
8930e1da6c7ffff,과학·기술,1
8930e1da6c7ffff,부동산,1
8930e1da6c7ffff,소매,6
8930e1da6c7ffff,시설관리·임대,1
8930e1da6c7ffff,음식,2
8930e1da6cbffff,교육,7
8930e1da6cbffff,소매,2
8930e1da6cbffff,수리·개인,2
8930e1da6cbffff,음식,5
8930e1da6cfffff,과학·기술,16
8930e1da6cfffff,교육,4
8930e1da6cfffff,부동산,4
8930e1da6cfffff,소매,4
8930e1da6cfffff,수리·개인,1
8930e1da6cfffff,시설관리·임대,2
8930e1da803ffff,과학·기술,1
8930e1da803ffff,교육,3
8930e1da803ffff,음식,2
8930e1da80bffff,과학·기술,19
8930e1da80bffff,교육,9
8930e1da80bffff,보건의료,3
8930e1da80bffff,부동산,2
8930e1da80bffff,소매,6
8930e1da80bffff,수리·개인,7
8930e1da80bffff,시설관리·임대,9
8930e1da80bffff,예술·스포츠,2
8930e1da80bffff,음식,11
8930e1da813ffff,과학·기술,3
8930e1da813ffff,교육,4
8930e1da813ffff,보건의료,1
8930e1da813ffff,부동산,3
8930e1da813ffff,소매,11
8930e1da813ffff,수리·개인,5
8930e1da813ffff,숙박,1
8930e1da813ffff,시설관리·임대,2
8930e1da813ffff,예술·스포츠,1
8930e1da813ffff,음식,4
8930e1da817ffff,과학·기술,3
8930e1da817ffff,교육,5
8930e1da817ffff,소매,2
8930e1da817ffff,숙박,3
8930e1da817ffff,시설관리·임대,2
8930e1da817ffff,예술·스포츠,3
8930e1da817ffff,음식,6
8930e1da81bffff,과학·기술,6
8930e1da81bffff,교육,1
8930e1da81bffff,보건의료,1
8930e1da81bffff,소매,8
8930e1da81bffff,수리·개인,4
8930e1da81bffff,숙박,1
8930e1da81bffff,시설관리·임대,3
8930e1da81bffff,음식,4
8930e1da833ffff,과학·기술,1
8930e1da833ffff,시설관리·임대,1
8930e1da847ffff,과학·기술,6
8930e1da847ffff,교육,2
8930e1da847ffff,소매,14
8930e1da847ffff,수리·개인,3
8930e1da847ffff,시설관리·임대,4
8930e1da847ffff,예술·스포츠,1
8930e1da847ffff,음식,12
8930e1da84bffff,과학·기술,2
8930e1da84bffff,시설관리·임대,2
8930e1da84fffff,과학·기술,10
8930e1da84fffff,교육,4
8930e1da84fffff,보건의료,1
8930e1da84fffff,소매,8
8930e1da84fffff,수리·개인,1
8930e1da84fffff,숙박,1
8930e1da84fffff,시설관리·임대,1
8930e1da84fffff,예술·스포츠,1
8930e1da84fffff,음식,5
8930e1da857ffff,과학·기술,4
8930e1da857ffff,교육,1
8930e1da857ffff,소매,1
8930e1da857ffff,수리·개인,2
8930e1da857ffff,숙박,1
8930e1da857ffff,음식,1
8930e1da863ffff,소매,4
8930e1da863ffff,숙박,1
8930e1da863ffff,음식,5
8930e1da867ffff,과학·기술,1
8930e1da867ffff,음식,2
8930e1da86bffff,과학·기술,1
8930e1da86bffff,부동산,1
8930e1da86bffff,소매,1
8930e1da873ffff,과학·기술,3
8930e1da873ffff,교육,1
8930e1da873ffff,소매,3
8930e1da873ffff,수리·개인,1
8930e1da873ffff,시설관리·임대,2
8930e1da877ffff,과학·기술,1
8930e1da877ffff,소매,1
8930e1da877ffff,숙박,3
8930e1da87bffff,과학·기술,8
8930e1da87bffff,교육,5
8930e1da87bffff,부동산,1
8930e1da87bffff,소매,15
8930e1da87bffff,수리·개인,2
8930e1da87bffff,시설관리·임대,2
8930e1da87bffff,예술·스포츠,2
8930e1da87bffff,음식,31
8930e1da883ffff,과학·기술,11
8930e1da883ffff,교육,4
8930e1da883ffff,보건의료,2
8930e1da883ffff,부동산,6
8930e1da883ffff,소매,15
8930e1da883ffff,수리·개인,11
8930e1da883ffff,예술·스포츠,7
8930e1da883ffff,음식,28
8930e1da887ffff,과학·기술,5
8930e1da88bffff,과학·기술,2
8930e1da88bffff,교육,1
8930e1da88bffff,수리·개인,1
8930e1da88bffff,시설관리·임대,1
8930e1da88bffff,음식,2
8930e1da88fffff,과학·기술,10
8930e1da88fffff,교육,16
8930e1da88fffff,부동산,3
8930e1da88fffff,소매,14
8930e1da88fffff,수리·개인,8
8930e1da88fffff,시설관리·임대,1
8930e1da88fffff,예술·스포츠,2
8930e1da88fffff,음식,6
8930e1da893ffff,과학·기술,10
8930e1da893ffff,교육,3
8930e1da893ffff,보건의료,4
8930e1da893ffff,부동산,3
8930e1da893ffff,소매,13
8930e1da893ffff,수리·개인,5
8930e1da893ffff,숙박,1
8930e1da893ffff,시설관리·임대,5
8930e1da893ffff,예술·스포츠,1
8930e1da893ffff,음식,10
8930e1da897ffff,과학·기술,2
8930e1da897ffff,교육,1
8930e1da89bffff,과학·기술,5
8930e1da89bffff,교육,1
8930e1da89bffff,수리·개인,1
8930e1da89bffff,시설관리·임대,1
8930e1da8a3ffff,과학·기술,5
8930e1da8a3ffff,교육,3
8930e1da8a3ffff,부동산,3
8930e1da8a3ffff,소매,7
8930e1da8a3ffff,수리·개인,3
8930e1da8a3ffff,시설관리·임대,1
8930e1da8a3ffff,예술·스포츠,1
8930e1da8a3ffff,음식,10
8930e1da8a7ffff,과학·기술,2
8930e1da8a7ffff,교육,1
8930e1da8abffff,과학·기술,15
8930e1da8abffff,교육,18
8930e1da8abffff,보건의료,4
8930e1da8abffff,부동산,6
8930e1da8abffff,소매,35
8930e1da8abffff,수리·개인,12
8930e1da8abffff,시설관리·임대,1
8930e1da8abffff,예술·스포츠,4
8930e1da8abffff,음식,24
8930e1da8afffff,과학·기술,6
8930e1da8afffff,교육,6
8930e1da8afffff,보건의료,2
8930e1da8afffff,부동산,1
8930e1da8afffff,소매,13
8930e1da8afffff,수리·개인,2
8930e1da8afffff,시설관리·임대,1
8930e1da8afffff,예술·스포츠,5
8930e1da8afffff,음식,8
8930e1da8b3ffff,과학·기술,3
8930e1da8b3ffff,교육,1
8930e1da8b3ffff,소매,3
8930e1da8b3ffff,수리·개인,1
8930e1da8b3ffff,시설관리·임대,1
8930e1da8b7ffff,과학·기술,3
8930e1da8b7ffff,교육,1
8930e1da8b7ffff,보건의료,1
8930e1da8b7ffff,부동산,2
8930e1da8b7ffff,소매,2
8930e1da8b7ffff,수리·개인,1
8930e1da8b7ffff,시설관리·임대,2
8930e1da8b7ffff,음식,1
8930e1da8bbffff,과학·기술,5
8930e1da8bbffff,보건의료,1
8930e1da8bbffff,부동산,2
8930e1da8bbffff,소매,3
8930e1da8bbffff,수리·개인,2
8930e1da8bbffff,시설관리·임대,2
8930e1da8c3ffff,과학·기술,2
8930e1da8c3ffff,소매,4
8930e1da8c3ffff,수리·개인,2
8930e1da8c3ffff,숙박,2
8930e1da8c3ffff,시설관리·임대,2
8930e1da8c3ffff,예술·스포츠,1
8930e1da8c3ffff,음식,16
8930e1da8c7ffff,과학·기술,8
8930e1da8c7ffff,소매,2
8930e1da8c7ffff,음식,7
8930e1da8cbffff,과학·기술,2
8930e1da8cbffff,교육,1
8930e1da8cbffff,소매,1
8930e1da8cbffff,수리·개인,1
8930e1da8cfffff,과학·기술,3
8930e1da8cfffff,교육,2
8930e1da8cfffff,부동산,1
8930e1da8cfffff,소매,5
8930e1da8cfffff,수리·개인,4
8930e1da8cfffff,숙박,3
8930e1da8cfffff,시설관리·임대,1
8930e1da8cfffff,예술·스포츠,2
8930e1da8cfffff,음식,8
8930e1da8d3ffff,음식,1
8930e1da8d7ffff,과학·기술,3
8930e1da8d7ffff,교육,1
8930e1da8d7ffff,소매,4
8930e1da8d7ffff,숙박,1
8930e1da8d7ffff,음식,6
8930e1da913ffff,수리·개인,2
8930e1da927ffff,소매,1
8930e1da927ffff,예술·스포츠,1
8930e1da927ffff,음식,3
8930e1da92fffff,소매,1
8930e1da937ffff,교육,1
8930e1da937ffff,소매,1
8930e1da943ffff,소매,2
8930e1da943ffff,음식,3
8930e1da96fffff,교육,1
8930e1da96fffff,소매,1
8930e1da96fffff,시설관리·임대,1
8930e1da983ffff,과학·기술,1
8930e1da983ffff,교육,1
8930e1da983ffff,소매,3
8930e1da983ffff,시설관리·임대,1
8930e1da987ffff,보건의료,1
8930e1da987ffff,소매,1
8930e1da987ffff,시설관리·임대,1
8930e1da98bffff,과학·기술,4
8930e1da98bffff,교육,1
8930e1da98bffff,보건의료,1
8930e1da98bffff,부동산,1
8930e1da98bffff,소매,5
8930e1da98bffff,수리·개인,1
8930e1da98bffff,시설관리·임대,2
8930e1da98bffff,음식,8
8930e1da98fffff,과학·기술,1
8930e1da98fffff,소매,2
8930e1da993ffff,과학·기술,4
8930e1da993ffff,교육,2
8930e1da993ffff,부동산,1
8930e1da993ffff,소매,4
8930e1da993ffff,시설관리·임대,1
8930e1da993ffff,음식,1
8930e1da99bffff,과학·기술,7
8930e1da99bffff,부동산,1
8930e1da99bffff,소매,7
8930e1da99bffff,시설관리·임대,1
8930e1da99bffff,음식,1
8930e1da9c3ffff,교육,3
8930e1da9c3ffff,부동산,2
8930e1da9c3ffff,수리·개인,2
8930e1da9c3ffff,숙박,1
8930e1da9c3ffff,예술·스포츠,3
8930e1da9c3ffff,음식,4
8930e1da9c7ffff,과학·기술,3
8930e1da9c7ffff,부동산,1
8930e1da9c7ffff,소매,1
8930e1da9c7ffff,시설관리·임대,1
8930e1da9c7ffff,음식,5
8930e1da9d3ffff,과학·기술,2
8930e1da9d3ffff,교육,1
8930e1da9d3ffff,보건의료,1
8930e1da9d3ffff,음식,1
8930e1da9d7ffff,과학·기술,9
8930e1da9d7ffff,교육,1
8930e1da9d7ffff,부동산,1
8930e1da9d7ffff,소매,17
8930e1da9d7ffff,수리·개인,2
8930e1da9d7ffff,시설관리·임대,2
8930e1da9d7ffff,예술·스포츠,2
8930e1da9d7ffff,음식,4
8930e1da9dbffff,과학·기술,3
8930e1da9dbffff,교육,3
