h3_index,CSV_ADMI_CD,ADM_NM,GU_NM,avg_total_pop,daytime_pop,evening_pop,night_pop,peak_hour,peak_hour_pop,young_active_pop,h3_cells_in_dong,estimated_h3_pop,estimated_h3_daytime_pop,estimated_h3_evening_pop,estimated_h3_night_pop,pop_density_index,daytime_pop_index,evening_pop_index,night_pop_index,young_active_pop_index
8930e1db6abffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db60bffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db613ffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db61bffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db687ffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db6bbffff,11470530,목3동,양천구,18303.505349529387,16842.11104418044,19530.880788108356,19114.81936454152,22,20912.21160661157,8272.234306416436,10,1830.35,1684.21,1953.09,1911.48,0.257309,0.203935,0.323812,0.2953,0.204588
8930e1db64bffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e0acdb3ffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e1db67bffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e1db647ffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e1db643ffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e1db673ffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e1db64fffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e0acdb7ffff,11470540,목4동,양천구,17205.971990599173,14556.071541838843,17568.745682093664,20119.31776284927,3,20327.554279889806,7013.859795213499,8,2150.75,1819.51,2196.09,2514.91,0.302351,0.220318,0.3641,0.388522,0.216833
8930e0aea3bffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aea37ffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aea33ffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aea2fffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aea23ffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aeaafffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aeaabffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0aeaa3ffff,11470560,신월1동,양천구,14035.524797027088,12406.257489634985,14317.274352938475,15868.054919205037,23,16092.833059504133,5930.045481232782,8,1754.44,1550.78,1789.66,1983.51,0.246638,0.187778,0.296716,0.306427,0.183327
8930e0accb3ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0aeb4fffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0acc8fffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0accb7ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0acc17ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0acc87ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0accbbffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0acca3ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0acc97ffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0aeb4bffff,11470570,신월2동,양천구,11663.305524368689,10751.764412465565,12213.955087327826,12374.482229555293,22,12776.190404132232,4776.261065679522,10,1166.33,1075.18,1221.4,1237.45,0.163962,0.13019,0.202502,0.19117,0.118126
8930e0aea83ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea03ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0ae85bffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea8fffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea0fffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aee2fffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea0bffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea87ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea07ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea97ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aea17ffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0aeabbffff,11470580,신월3동,양천구,12678.453644628098,12355.496965874656,12621.964318778695,12951.700757654467,7,13125.909585674932,5329.25560966483,12,1056.54,1029.62,1051.83,1079.31,0.148528,0.124673,0.174388,0.16674,0.109836
8930e0acc9bffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0acc83ffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0aea67ffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0acc93ffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0accd7ffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0aea2bffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0acc8bffff,11470590,신월4동,양천구,11665.319125780532,9877.824757024793,12079.08575325987,13617.012676898858,23,13914.772383471074,4424.159276584022,7,1666.47,1411.12,1725.58,1945.29,0.234271,0.170868,0.286092,0.300523,0.156311
8930e0ae84bffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0ae87bffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0ae857ffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0ae843ffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0aeab7ffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0ae81bffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0aeab3ffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0ae84fffff,11470600,신월5동,양천구,11026.28769018595,10468.92642048898,10621.137369100092,11727.063647973238,8,11924.348311294765,4533.902342206152,8,1378.29,1308.62,1327.64,1465.88,0.193759,0.158456,0.220116,0.22646,0.140165
8930e0acccfffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0accc7ffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0acc1bffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0acc13ffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0accc3ffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0acc03ffff,11470610,신월6동,양천구,3831.371265943526,3941.1947817493115,4025.600024426079,3559.6279640299094,19,4176.581513498622,1602.5476297750229,6,638.56,656.87,670.93,593.27,0.089768,0.079538,0.111237,0.091653,0.066057
8930e0aea43ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea6fffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0ac18fffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea4fffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0ac113ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea7bffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea6bffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea4bffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0ac1b7ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0ac1a7ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea77ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0ac187ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0accd3ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea57ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea47ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea73ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0aea63ffff,11470611,신월7동,양천구,14174.086442148762,13026.250850275483,14848.674367033977,14952.272593860685,22,15515.37319889807,5376.185213785583,17,833.77,766.25,873.45,879.55,0.117211,0.092783,0.144814,0.135879,0.078214
8930e0acc37ffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acd0bffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acd53ffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acdcbffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acc27ffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acd57ffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acdcfffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0acc2fffff,11470620,신정1동,양천구,15063.359728466481,14315.016048588153,16112.987390312212,15286.991537701691,20,16482.790508539943,5934.5845595270885,8,1882.92,1789.38,2014.12,1910.87,0.264699,0.21667,0.333931,0.295205,0.183467
8930e0ac997ffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0acd67ffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0ac993ffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0acd2fffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0acd77ffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0ac983ffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0acd2bffff,11470630,신정2동,양천구,14086.210800172177,12380.005467079889,14470.860774104682,15902.50521271153,23,16107.784614876033,5302.074779476584,7,2012.32,1768.57,2067.27,2271.79,0.28289,0.21415,0.342743,0.350963,0.187329
8930e0accabffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc67ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac1afffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac127ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc23ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc4bffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac1bbffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc07ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac177ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc73ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac133ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc57ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac117ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc3bffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac1abffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac167ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0ac123ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
8930e0acc47ffff,11470640,신정3동,양천구,39346.23187712351,34398.4207619146,39224.81148333333,44656.7305888233,4,45144.43072699725,15343.481013865932,38,1035.43,905.22,1032.23,1175.18,0.14556,0.10961,0.171138,0.18155,0.099862
